id	filename	md5	size	state
c26fa2a5-0969-4d1d-89a9-5bcf80aa961e	TCGA-EL-A3ZG-01A-01-TS1.64D406C3-4668-4D57-9DC1-0E06DFAF1EC0.svs	2d2507efa8e3577a2dffab143491b4bb	222354141	validated
c1e8e3b1-f756-4f59-b006-1457b061258f	TCGA-GE-A2C6-01A-01-TSA.92e4774e-a319-49b9-b1d8-0f657149af4f.svs	e6dad7b33bf6d133f36aaa3213a4bc90	334184289	validated
5527273b-f8dd-461e-bfe9-ffdb1a8f7b60	TCGA-DJ-A4UP-01A-01-TSA.A78CCC37-62F5-4228-8125-FC75A5E886EF.svs	87f76c898474a4ae069c8e8600658b22	293387535	validated
c3156c2e-b24a-483b-b5a8-cae072b3803e	TCGA-FY-A3RA-01A-01-TS1.161D7571-DEF0-462E-9E28-55483BED86FB.svs	c04bb6f451f588b1323b392d7a25139b	145572117	validated
c45cf668-d99c-4b4a-a1d6-cb2e02468887	TCGA-DJ-A2PP-01A-01-TSA.6DC3DA84-5699-41D1-9B4F-74C5C2427EFF.svs	c12d85595a766098451f038512e8ec50	344251449	validated
c3a3fb7c-ad5b-4e94-85aa-e8a904c16216	TCGA-EL-A3ZR-01A-01-TS1.A30A978F-4F84-4213-9AD9-49EA1D1F9DAE.svs	876bf67e19c07241d47b3325c3a2e55d	85844481	validated
56ed4534-cb19-4a36-b50a-f22be83318af	TCGA-DJ-A2PY-01A-01-TSA.D0F6C422-287E-4434-B0B2-0352064CFA8F.svs	1274eeee5ff131f40aac01d0b71dcf02	109851821	validated
c4970a8d-4381-43ad-9156-3456f68abe64	TCGA-EM-A3FR-01A-01-TS1.D64428FC-98F0-45BE-95B4-692E6FE556B7.svs	3b2fbfe0e15ccdacf9d0f2cfda5f015e	220157249	validated
ac129a96-d800-4229-aa97-74a915100ed3	TCGA-EM-A3O8-01A-01-TS1.08628B90-2323-468D-99C3-905020298E7E.svs	a357e34ef004d287cf0076d4ffc03440	236031097	validated
c54d1597-f7a8-4b78-b318-c72c1116dc54	TCGA-ET-A3DW-01A-01-TSA.24499877-C82B-4AB6-967E-C2442D4AD23C.svs	18e5799e59d5158fe5f203a5c35615f4	187177125	validated
7cccd969-3d58-4904-92fe-e3df7eec4b07	TCGA-EL-A3GU-11A-02-TS2.B5C60509-71CC-4281-A3B9-FF8299BE6086.svs	15aa383c397c203c417ff6d7579d391a	58974529	validated
7a72e0bd-ba15-4085-9d72-e3cf2b233773	TCGA-ET-A39T-01A-01-TS1.75D1E34F-BC26-456B-B078-A611671F4129.svs	d42eb26cbee5631c961111c61252db7e	403776301	validated
add88511-3b81-4e4e-8aa1-9bdc03744fa9	TCGA-EM-A2OW-01A-01-TSA.5D703B16-8A8A-499C-AE24-65108C5BA119.svs	bdbfc06e3b3af47b244277a7c7b6257b	250777617	validated
ab823899-2d1b-4755-996c-f520dc7b3c93	TCGA-DJ-A3VI-01A-01-TSA.B10BDE75-B8CD-4815-8301-0192363FF7A7.svs	dd55b06e1aecda82cee18b6bebeae6e0	270601711	validated
aee324e8-c583-4734-87af-ad5c2a516245	TCGA-KS-A4I7-11A-01-TSA.F0E6F1E4-A06D-4521-894E-926C954470AC.svs	5ee487e1aedc598df40c164c8912f7f6	45694835	validated
ae836a0d-f76f-4c46-a4b9-15ed252b8b61	TCGA-EM-A4FR-01A-01-TSA.2297EC99-7DCA-4D8A-9204-6B5D5A612A29.svs	d9bd4cd47950fb881853f4f32c3ddedd	110276699	validated
7e669f01-b6ae-40dc-a9f2-c971ae13b37c	TCGA-BJ-A3EZ-01A-01-TSA.9F83FA81-14FD-45F7-A977-B4AAF27800B3.svs	3541c00b692fc947cac31ad23338930b	336163523	validated
aeee7b6d-ff18-4b83-9d3c-c29b52c7edba	TCGA-KS-A4I5-01A-01-TSA.ED9F1631-8CD7-4B03-8700-212233C39496.svs	4e64f94b5574f9cbebde9a716741485b	206001351	validated
7ec25315-5128-4b8c-a543-498bcd155f4b	TCGA-KS-A4I3-11A-01-TSA.47E94B3F-966D-4CD0-BCD3-28A351D06B94.svs	678a1e568d5c3a0710fa7a7670b0405f	30549197	validated
7e7e9204-40d0-48ee-ac68-be3ca0456484	TCGA-ET-A4KN-01A-01-TSA.EC4A3A19-13C1-421D-B4A4-5D84091A5973.svs	c147688a48ea5cc88ac7f913cdc1e695	231844021	validated
ba061c5f-936d-4429-b23c-a119edfae10a	TCGA-DJ-A2QB-01A-01-TSA.0D5003B3-874C-4AF3-A06C-FA8CAE4F758D.svs	12be212fd3894728f129bc0b8d830712	185988183	validated
ddd926b7-7ba6-4b64-98f9-cc73673860e4	nationwidechildrens.org_biospecimen.TCGA-DJ-A2Q2.xml	11fd5d6de8e002def26a39e7ea029b2c	56425	validated
49cd1646-0d08-4b43-8289-b16649a8c01b	nationwidechildrens.org_biospecimen.TCGA-EL-A3H8.xml	4455af3add602687d634b49e127915a0	53966	validated
c2f02414-b6d3-44e3-acbe-0b147a051151	nationwidechildrens.org_biospecimen.TCGA-EL-A3H5.xml	8ec1e7ae31a94bb66af53ac34eb05faf	53966	validated
